"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","External Voltage","Rear Roll","Rear Heave","Front Heave","Front Roll","InlineAcc","VerticalAcc","RollRate","PitchRate","YawRate","GPS LateralAcc","GPS InlineAcc","GPS Yaw Rate","D4 Gate Driver B","D4 RTD3 Temperat","D3 RTD2 Temperat","D2 RTD1 Temperat","D1 Control Board","D4 Torque Shudde","D3 Motor Tempera","D2 RTD5 Temperat","D1 RTD4 Temperat","D4 Delta Resolve","D3 Electrical Ou","D2 Motor Speed","D1 Motor Angle E","D4 DC Bus Curren","D1 Phase A Curre","D3 Phase C Curre","D2 Phase B Curre","D4 VBC Vq Voltag","D3 VAB Vd Voltag","D2 Output Voltag","D1 DC Bus Voltag","D4 Iq","D3 Id","D2 Flux Feedback","D1 Flux Command","D4 Reference Vol","D3 Reference Vol","D2 Reference Vol","D1 Reference Vol","D7 Direction Com","D6 Inverter Enab","D3 Relay 1 Statu","D3 Relay 3 Statu","D3 Relay 4 Statu","D5 Inverter Comm","D3 Relay 2 Statu","D4 Inverter Run","D2 Inverter Stat","D1 VSM State","D6 Inverter E 01","D4 Inverter Disc","D3 Relay 5 Statu","D6 Start Mode Ac","D3 Relay 6 Statu","D7 BMS Active","D7 BMS Torque Li","D7 Max Speed Lim","D7 Low Speed Lim","D5 Rolling Count","D1 PWM Frequency","D4 Run Fault Hi","D2 Post Fault Hi","D3 Run Fault Lo","D1 Post Fault Lo","D3 Power On Time","D1 Commanded Tor","D2 Torque Feedba","D4 Iq Command","Fast Torque Comm","Fast Torque Feed","Fast Motor Speed","Fast DC Bus Volt","Speed Mode Enabl","Speed Command","Torque Command","Torque Limit Com","D3 Data Command","D1 Parameter  01","SEG1OV","SEG1UV","PEC ERROR","SEG1OT","SEG1UT","SEG2OV","SEG2UT","SEG2OT","SEG2UV","SEG3OV","SEG3UV","SEG3OT","SEG3UT","SEG4OV","SEG4UV","SEG4OT","SEG4UT","SEG5OV","SEG5UV","SEG5OT","SEG5UT","SEG6OV","SEG6UV","SEG6OT","SEG6UT","PACKOC","IMD Fault","D1 HV Input Curr","D2 14V Master Fa","D3 HV Input Curr","D4 DTC Status","D6 14V Monitor","D8 14V Current M","BrakeSensor1","BrakeSensor2","Temperature","APPS1","APPS2","Max Voltage","Min Voltage","Max Voltage Location","Avg Voltage","Min Voltage Location","Max Temperature","Min Temperature Location","Min Temperature","Avg Temperature","Max Temperature Location","Pack Voltage","Pack Current"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","V","mm","mm","mm","mm","g","g","deg/s","deg/s","deg/s","g","g","deg/s","#","#","#","#","°C","#","°C","#","#","#","#","rpm","mm","#","#","#","#","#","#","mV","mV","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","Nm","Nm","#","Nm","#","rpm","#","#","km/h","Nm","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","bar","bar","°C","%","%","mV","mV","#","mV","#","°C","#","°C","°C","#","mV","A"

"0.400","0.1045","15","0.0000","0.0000","-21.0802","-50.9594","0.0000","329.5413","23.6000","0.1735","10000.0000","40.86296539","-77.83393783","10.4720","12.9234","31.9969","34.8438","0.0527","0.0986","-1.0039","-0.1198","-0.1912","-0.5050","0.0000","0.0000","0.0000","34.7060","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.7000","-1000.0000","-1000.0000","131.6875","0.0000","0.7188","227.7812","0.0000","-1.0281","-0.6406","-0.4844","0.6031","0.3406","0.0000","390.0438","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","104.8807","0.0000","0.7577","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","25.4783","28.6633","42.0000","-0.6300","-0.6600","4.0722","4.0647","65.0000","4.0676","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6600","0.0000"
"0.450","0.1277","15","0.0000","0.0000","-17.3688","-103.2562","0.0000","329.5438","23.6000","0.1785","10000.0000","40.86296543","-77.83393789","10.4720","12.9094","31.9750","34.8375","0.0401","0.0934","-1.0039","-0.1275","-0.2236","-0.5611","0.0000","0.0000","0.0000","34.7560","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.7000","-1000.0000","-1000.0000","131.4792","0.0000","0.1979","229.9688","0.0000","-1.0802","-0.9010","-0.6406","0.2385","0.6010","0.0000","389.9396","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","104.9302","0.0000","0.8608","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","26.6685","29.9079","42.0000","-0.6300","-0.6600","4.0722","4.0647","65.0000","4.0676","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6600","0.0000"
"0.500","0.1330","15","0.0000","0.0000","-15.6790","-73.6603","0.0000","329.5497","23.5650","0.1835","10000.0000","40.86296549","-77.83393786","10.4720","12.9219","31.9906","34.8312","0.0337","0.0990","-1.0039","-0.1399","-0.2156","-0.5519","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.7000","-1000.0000","-1000.0000","131.1740","0.0000","0.0000","230.3479","0.0000","-0.9062","-0.9031","-0.7969","0.1646","0.5385","0.0000","389.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","104.9803","0.0000","0.8347","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","27.5238","30.8023","42.0000","-0.6400","-0.6500","4.0722","4.0647","65.0000","4.0676","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6600","0.0000"
"0.550","0.1305","15","0.0000","0.0000","-14.8556","-8.9676","0.0000","329.5570","23.5150","0.1885","10000.0000","40.86296555","-77.83393780","10.4720","12.9141","31.9531","34.8625","0.0356","0.1040","-1.0054","-0.1389","-0.2157","-0.5493","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.6000","0.0000","38.7000","-1000.0000","-1000.0000","130.8094","0.0000","0.0000","229.6188","0.0000","-0.5938","-0.7469","-0.9531","0.2688","0.2781","0.0000","389.9000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.0309","0.0000","0.7295","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.1558","31.4630","42.0000","-0.6556","-0.6344","4.0722","4.0647","65.0000","4.0676","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6600","0.0000"
"0.600","0.1421","15","0.0000","0.0000","-15.7688","44.9604","0.0000","329.5546","23.5000","0.1900","10000.0000","40.86296560","-77.83393773","10.4720","12.9234","32.0000","34.8375","0.0360","0.1027","-1.0059","-0.1203","-0.2140","-0.5488","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5942","0.0000","38.6884","-1000.0000","-1000.0000","130.6635","0.0000","0.0000","229.5094","0.0000","-0.3906","-0.4448","-0.5625","0.4823","0.3094","0.0000","390.1187","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.0810","0.0000","0.6250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.3947","31.7672","42.0000","-0.6487","-0.6300","4.0722","4.0647","65.0000","4.0676","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6600","0.0000"
"0.650","0.1597","15","0.0000","0.0000","-17.4262","94.2749","0.0000","329.5480","23.5000","0.1900","10000.0000","40.86296566","-77.83393765","10.4720","12.9391","31.9844","34.8688","0.0561","0.1010","-1.0044","-0.1158","-0.2278","-0.5440","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5462","0.0000","38.5913","-1000.0000","-1000.0000","130.6115","0.0000","0.0000","229.6656","0.0000","-0.2344","-0.0802","0.0625","0.7427","0.4656","0.0000","390.4312","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.1310","0.0000","0.5208","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.4486","31.9037","42.0000","-0.6331","-0.6300","4.0722","4.0647","65.0000","4.0676","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6600","0.0000"
"0.700","0.1690","15","0.0000","0.0000","-20.7593","105.9900","0.0000","329.5483","23.4650","0.1900","10000.0000","40.86296570","-77.83393762","10.4713","12.9109","31.9531","34.8937","0.0376","0.1011","-1.0049","-0.1086","-0.2417","-0.5342","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.5030","-1000.0000","-1000.0000","130.5594","0.0000","0.0000","229.6594","0.0000","-0.2000","0.0406","0.1594","0.8000","0.2562","0.0000","390.4594","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.1810","0.0000","0.2917","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.5243","31.9774","42.0000","-0.6175","-0.6425","4.0722","4.0647","65.0000","4.0675","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6598","0.0009"
"0.750","0.1747","15","0.0000","0.0000","-24.8105","101.5911","0.0000","329.5516","23.4150","0.1900","10000.0000","40.86296573","-77.83393762","10.4680","12.9281","31.9625","34.8500","0.0465","0.1013","-1.0049","-0.0947","-0.2358","-0.5681","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.5525","-1000.0000","-1000.0000","130.5073","0.0000","0.0000","229.6073","0.0000","-0.2000","0.0927","0.1073","0.8000","-0.0563","0.0000","390.4073","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.2310","0.0000","0.0312","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.6069","32.0313","42.0000","-0.6019","-0.6581","4.0722","4.0647","65.0000","4.0675","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6583","0.0077"
"0.800","0.1923","15","0.0000","0.0000","-21.1149","23.7719","0.0000","329.5548","23.4000","0.1900","10000.0000","40.86296576","-77.83393762","10.4647","12.9078","31.9750","34.8187","0.0377","0.1010","-1.0049","-0.0847","-0.2511","-0.6002","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.6058","-1000.0000","-1000.0000","130.4552","0.0000","0.0000","229.6000","0.0000","-0.2000","0.0552","-0.1688","0.6656","-0.2792","0.0000","390.3552","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.2810","0.0000","0.1375","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.6895","32.1093","42.0000","-0.6000","-0.6600","4.0721","4.0646","65.0000","4.0675","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6568","0.0144"
"0.850","0.2151","15","0.0000","0.0000","-14.0993","-85.5131","0.0000","329.5581","23.4000","0.1900","10000.0000","40.86296580","-77.83393762","10.4640","12.9172","31.9375","34.8438","0.0533","0.1013","-1.0049","-0.1037","-0.2618","-0.5870","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.7515","-1000.0000","-1000.0000","130.4031","0.0000","0.0000","229.6000","0.0000","-0.2000","0.0031","-0.4812","0.5094","-0.4875","0.0000","390.3031","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.3310","0.0000","0.2938","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.7721","32.1918","42.0000","-0.6000","-0.6600","4.0721","4.0646","65.0000","4.0675","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6553","0.0211"
"0.900","0.1751","15","0.0000","0.0000","-13.8530","-129.2057","0.0000","329.5688","23.3650","0.1935","10000.0000","40.86296582","-77.83393764","10.4640","12.9297","31.9719","34.9188","0.0434","0.1021","-1.0039","-0.0888","-0.2674","-0.5652","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.8971","-1000.0000","-1000.0000","130.4000","0.0000","0.0000","229.5495","0.0000","-0.3516","-0.2022","-0.4495","0.7527","-0.3989","0.0000","390.6538","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.3810","0.0000","0.8161","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.7517","32.1478","42.0000","-0.6152","-0.6600","4.0721","4.0646","65.0000","4.0674","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6538","0.0278"
"0.950","0.1082","15","0.0000","0.0000","-16.5079","-144.7872","0.0000","329.5828","23.3150","0.1985","10000.0000","40.86296583","-77.83393766","10.4640","12.9125","31.9531","34.8187","0.0596","0.1022","-1.0039","-0.0522","-0.3008","-0.5590","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.9000","-1000.0000","-1000.0000","130.4000","0.0000","0.0000","229.5042","0.0000","-0.5208","-0.4250","-0.4250","0.9792","-0.2667","0.0000","390.9625","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.4310","0.0000","1.2479","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.7213","32.0927","42.0000","-0.6300","-0.6581","4.0720","4.0645","65.0000","4.0674","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6523","0.0345"
"1.000","0.0882","15","0.0000","0.0000","-19.5352","-102.1732","0.0000","329.5823","23.3000","0.1930","10000.0000","40.86296586","-77.83393761","10.4640","12.9281","31.9438","34.8625","0.0508","0.1017","-1.0039","-0.0536","-0.3575","-0.5238","0.0000","0.0000","0.0000","34.8000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.9000","-1000.0000","-1000.0000","130.4000","0.0000","0.0000","229.5563","0.0000","-0.7812","-0.7375","-0.7375","0.7188","0.1500","0.0000","390.4937","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.4810","0.0000","0.7271","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.6675","32.0353","42.0000","-0.6300","-0.6265","4.0720","4.0645","65.0000","4.0674","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6508","0.0413"
"1.050","0.0882","15","0.0000","0.0000","-22.7221","-34.6182","0.0000","329.5757","23.3000","0.1830","10000.0000","40.86296592","-77.83393753","10.4640","12.9266","31.9750","34.8375","0.0558","0.1015","-1.0039","-0.0622","-0.3399","-0.5822","0.0000","0.0000","0.0000","34.7525","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.7545","-1000.0000","-1000.0000","129.8065","0.0000","0.0000","229.6430","0.0000","-0.9312","-0.7505","-1.0000","0.4742","0.4570","0.0172","390.3667","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.5310","0.0000","0.3194","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.6099","31.9442","42.0000","-0.5874","-0.5677","4.0720","4.0645","65.0000","4.0673","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6493","0.0480"
"1.100","0.1252","15","0.0000","0.0000","-17.9361","19.9531","0.0000","329.5815","23.2650","0.1835","10000.0000","40.86296595","-77.83393747","10.4640","12.9422","31.9875","34.8375","0.0587","0.1017","-1.0039","-0.0922","-0.2970","-0.6041","0.0000","0.0000","0.0000","34.7020","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.6030","-1000.0000","-1000.0000","126.0968","0.0000","0.0000","229.9118","0.0000","-0.5011","0.8086","-1.0000","0.3129","0.1882","0.1247","392.0334","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.5810","0.0000","0.4269","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.5246","31.6069","42.0000","-0.3215","-0.3655","4.0720","4.0645","65.0000","4.0673","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6478","0.0547"
"1.150","0.1780","15","0.0000","0.0000","-9.7331","68.9599","0.0000","329.5925","23.2150","0.1885","10000.0000","40.86296599","-77.83393743","10.4640","12.8984","31.9750","34.8625","0.0420","0.1015","-1.0039","-0.1249","-0.2010","-0.5920","0.0000","0.0000","0.0000","34.7000","-1000.0000","206.3000","204.9000","33.5000","0.0000","38.5520","-1000.0000","-1000.0000","122.4062","0.0000","0.0000","230.1000","0.0000","-0.2000","1.7125","-0.8281","0.2156","-0.0156","0.2156","393.2313","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","105.6310","0.0000","0.4167","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","28.4332","31.3363","42.0000","-0.3563","-0.5891","4.0719","4.0644","65.0000","4.0673","37.0000","29.7800","56.0000","25.4300","16.6200","26.0000","70.6463","0.0614"
